axis,mean,std,skew,kurt,rms,pp,crest,margin,impulse,shape,max,fault,severity,seq,rpm
az,0.0004792056537058824,0.4236648366643092,0.05403661472564633,0.25565440455141086,0.4236642423492144,4.5405,6.142836094849924,9.227494168351917,7.778397545080127,1.2662551018741062,2.6025,horizontal-misalignment,1.5mm,53.8624.csv,3082.874605060247
bx,0.02024834221187132,0.5695162160026427,-0.15209974430606532,0.2616350360369353,0.5698748903911937,4.6373999999999995,4.628735261855928,6.889269691757264,5.83475789422589,1.260551222773194,1.9996,horizontal-misalignment,1.5mm,53.8624.csv,3082.874605060247
by,0.45434925207365295,0.34517952176933425,1.1643445761676208,1.5794459933475373,0.5705976326531877,2.6376104723311298,4.623650704330574,6.791768759005255,5.8066435326245305,1.255856876728588,2.6382441461062696,horizontal-misalignment,1.5mm,53.8624.csv,3082.874605060247
bz,0.025618186987589706,0.3895359879331196,0.030977466121978717,0.046424861371421766,0.39037668674451276,3.5036,4.762579485738549,7.069140443179987,5.98223763959632,1.25609192613163,1.6444,horizontal-misalignment,1.5mm,53.8624.csv,3082.874605060247
mic,0.012058810707047389,0.21150075877462304,0.5129075344912669,-0.3243974581226121,0.2118438178159069,1.3639899999999998,4.194363607873388,5.759088714608418,5.042817286691752,1.2022842457496297,0.88855,horizontal-misalignment,1.5mm,53.8624.csv,3082.874605060247
ax,0.015917140458018886,0.6743742320203139,-0.17454477176799452,0.20743873387143763,0.6745606796904944,5.8599,4.923500731652267,7.367038485401651,6.216993897199551,1.2627181828635987,2.5387,horizontal-misalignment,1.5mm,54.8864.csv,3215.1469610154772
ay,0.7132515662102534,0.39542448620905324,0.8957635124551235,1.142984171843878,0.8155290829137564,3.404641708629834,4.17719462592904,5.18295482670565,4.776188183555943,1.1433961333543758,3.406623702436182,horizontal-misalignment,1.5mm,54.8864.csv,3215.1469610154772
az,0.00038233873409684307,0.44705175967377686,0.06349511463254058,0.22899054677666886,0.44705101409193027,4.8292,5.688165153064803,8.528939775154242,7.192722529706633,1.2645066266810432,2.5429,horizontal-misalignment,1.5mm,54.8864.csv,3215.1469610154772
bx,0.0009083353301323319,0.6928543670921757,0.03840718804656232,-0.10021618152828671,0.6928535535912355,5.1475,3.9574019441598267,5.810033815286374,4.936999810404785,1.2475356003932352,2.4056,horizontal-misalignment,1.5mm,54.8864.csv,3215.1469610154772
by,0.5573955326928812,0.4125758062684163,0.9573271537424336,0.6399183242415156,0.6934752219839012,2.7415927170298264,3.9539629449506886,5.745761400334068,4.919263198466638,1.2441348760611586,2.7419753309657984,horizontal-misalignment,1.5mm,54.8864.csv,3215.1469610154772
bz,0.009044616601948493,0.43874663691128396,0.08034750093802456,0.044905374643251506,0.43883896089593627,3.8281,4.6566056847550135,6.89050075522922,5.840476007588222,1.2542346084206812,2.0435,horizontal-misalignment,1.5mm,54.8864.csv,3215.1469610154772
mic,0.011914388350887822,0.21048348585516352,0.4998190939660217,-0.3800366644459854,0.21081999498714937,1.33727,4.057300162881319,5.554800624607657,4.868284415576994,1.19988273485779,0.85536,horizontal-misalignment,1.5mm,54.8864.csv,3215.1469610154772
ax,0.016476567728913368,0.6768374581867816,-0.16164045908800698,0.12430085883999675,0.6770365935340882,6.2262,5.165747366392403,7.6864377627324725,6.4987580784210595,1.2580479875382657,2.7288,horizontal-misalignment,1.5mm,55.9104.csv,3251.697605765954
ay,0.7190932942168895,0.3954887382877891,0.8566086666413746,1.013022745669046,0.8206740329566318,3.6442866765095014,4.443173454388324,5.499014320579242,5.070826146292648,1.141262252835171,3.646397077938715,horizontal-misalignment,1.5mm,55.9104.csv,3251.697605765954
az,0.000311860597277693,0.4574298730029787,0.05020650028117091,0.2011036445002059,0.45742904414633406,5.4594000000000005,6.352023416926895,9.490058657263466,8.016159582947397,1.2619852064124806,2.5538,horizontal-misalignment,1.5mm,55.9104.csv,3251.697605765954
bx,0.029126938102021483,0.7379414103773411,0.010808197974890858,-0.15645414778698008,0.7385145070338393,5.2516,3.961330443933922,5.821879640449682,4.941341951985244,1.2473945362351775,2.3261,horizontal-misalignment,1.5mm,55.9104.csv,3251.697605765954
by,0.593990056005049,0.4398431572025887,0.9134344379890004,0.4450498495758435,0.739111222041802,2.9250345871968815,3.9581334460613977,5.762049993062871,4.9251680541569565,1.2443158173602817,2.9255008483229687,horizontal-misalignment,1.5mm,55.9104.csv,3251.697605765954
bz,0.03697053567892954,0.4279150981094618,0.13904905295681783,0.042562043222552415,0.42950832704069164,3.9261,5.069051897086345,7.519903822899318,6.367292767168073,1.2561111814278225,2.1772,horizontal-misalignment,1.5mm,55.9104.csv,3251.697605765954
mic,0.011791015422066307,0.21152308665794733,0.49552487126042705,-0.39679918601549113,0.21185103562156493,1.3068499999999998,3.9181776835057622,5.362370318857405,4.699686121011664,1.1994571202821647,0.83007,horizontal-misalignment,1.5mm,55.9104.csv,3251.697605765954
ax,0.008390707727874702,0.6779468008742126,-0.19637835976338414,0.0655074263493094,0.6779973422825664,6.0942,5.248103168105137,7.7328966608694225,6.56697287903342,1.2513040747643056,2.536,horizontal-misalignment,1.5mm,56.5248.csv,3291.8917232271956
ay,0.7007359097255229,0.38715281752574343,0.8915326427321173,1.162227679621787,0.8005732374954089,3.65494012513047,4.567649349692648,5.660087009505918,5.218425054111441,1.142474970076804,3.656737827627242,horizontal-misalignment,1.5mm,56.5248.csv,3291.8917232271956
az,-0.003289160018375612,0.413631933739145,0.018955014836202867,0.25893823767480795,0.4136441684408466,4.884,5.964788550748872,8.958767107796964,7.549857080538206,1.2657375892378162,2.4673,horizontal-misalignment,1.5mm,56.5248.csv,3291.8917232271956
bx,0.0344506063426791,0.8009617009867429,-0.053526697189169886,-0.07953556580249277,0.8017006154582398,6.1234,4.191589647313974,6.144414944028451,5.222847349558452,1.2460302150295939,2.763,horizontal-misalignment,1.5mm,56.5248.csv,3291.8917232271956
by,0.6452525502582072,0.4767092985680028,0.9578854829502749,0.7766898745461281,0.8022478937572413,3.3604357610187554,4.188966158806278,6.088191391993358,5.208176669085476,1.2433083657495196,3.360589277922698,horizontal-misalignment,1.5mm,56.5248.csv,3291.8917232271956
bz,0.05701512761995397,0.4450632196222253,0.1073532618634343,0.05068233340969863,0.4486994396839626,3.8279,4.450863592356254,6.623327012977782,5.600747910341484,1.2583508332989575,1.9971,horizontal-misalignment,1.5mm,56.5248.csv,3291.8917232271956
mic,0.00951663002953951,0.19384543723900166,0.47355994674969715,-0.492757660858377,0.19407850649945313,1.1605699999999999,3.945516759230408,5.3383783719730715,4.696945054761551,1.1904511731633634,0.76574,horizontal-misalignment,1.5mm,56.5248.csv,3291.8917232271956
ax,0.009230546824599256,0.6791894197194207,-0.20579721228496153,0.025754483568588338,0.679250735449791,5.894399999999999,4.733745334660262,6.9685685733713525,5.91735592262111,1.2500368110837115,2.679,horizontal-misalignment,1.5mm,57.1392.csv,3334.6389055043874
ay,0.7055904800577985,0.3890638777325265,0.8618891012891458,1.005068137804133,0.8057468585131545,3.3730992632918477,4.187309962971736,5.187183218798984,4.781685614591818,1.1419468959489814,3.37391184828531,horizontal-misalignment,1.5mm,57.1392.csv,3334.6389055043874
az,-0.0012976279364959665,0.4367088630738562,-0.029421715068941704,0.24545816782925645,0.43670988720916687,5.5755,6.697810344282495,10.013139733796242,8.457869314053266,1.2627812492889148,2.6505,horizontal-misalignment,1.5mm,57.1392.csv,3334.6389055043874
bx,0.005361709796040353,0.858146978308191,-0.026211942282429943,-0.012563185827947798,0.8581619523114324,6.9015,4.762853898370797,7.011386941560484,5.95497860662983,1.2502963000118092,2.8142,horizontal-misalignment,1.5mm,57.1392.csv,3334.6389055043874
by,0.6881951985381025,0.5135546868061677,1.0054639578700357,0.9183377094415697,0.85869083846149,4.086779396296487,4.759941686938241,6.951184473817435,5.939184590167552,1.2477431407332724,4.087318318184797,horizontal-misalignment,1.5mm,57.1392.csv,3334.6389055043874
bz,-0.021901189294123317,0.41290489732533153,0.08783102115404312,0.03833899079321679,0.41348447454928516,3.5933,4.50706160619791,6.688591178416061,5.659642768183373,1.2557278472520732,1.8636,horizontal-misalignment,1.5mm,57.1392.csv,3334.6389055043874
mic,0.011472080655343048,0.19384767784165483,0.446870270818083,-0.5313580663893491,0.1941864447223719,1.2690700000000001,4.410709517981736,5.958060802899626,5.245496941491367,1.189263749994494,0.8565,horizontal-misalignment,1.5mm,57.1392.csv,3334.6389055043874
ax,0.008977953848225776,0.7314387283799767,-0.2469167579430239,0.12203131394601074,0.7314923419998806,6.3443000000000005,4.754663583341475,7.027564338560674,5.961663823309742,1.2538560760002315,2.8663,horizontal-misalignment,1.5mm,58.368.csv,3347.5811455932576
ay,0.7441190749253076,0.4183563087130132,0.9408280235231019,1.2982209286982194,0.8536594687604491,3.5752161183776643,4.189938230435639,5.225299059057636,4.806731294036253,1.1472081519293627,3.5767804439327837,horizontal-misalignment,1.5mm,58.368.csv,3347.5811455932576
az,-0.0013027750575659097,0.4577140021177249,-0.013885033776928644,0.19139345767686722,0.45771492761400057,5.2217,6.323368160806012,9.4454432953506,7.978860651279822,1.2618054885266703,2.8943,horizontal-misalignment,1.5mm,58.368.csv,3347.5811455932576
bx,0.05160649319069638,1.0384143159437165,-0.014250941330957253,-0.3068404741688493,1.0396937754816298,7.1761,3.5631645464876174,5.191920318770861,4.415872745899729,1.2393120464371108,3.4715,horizontal-misalignment,1.5mm,58.368.csv,3347.5811455932576
by,0.8405332048769504,0.6127171017990539,0.8015355256098988,0.10105316126259911,1.0401522927754125,3.704277718316612,3.5618400777615844,5.157709094305671,4.4077451097549885,1.2374910196768316,3.704856123383066,horizontal-misalignment,1.5mm,58.368.csv,3347.5811455932576
bz,0.03598208398470101,0.507240524618631,0.03953321712824418,-0.08877740149597413,0.5085141259477195,4.3001000000000005,4.312171261542187,6.353374217900578,5.388436642785215,1.2495878099373348,2.1928,horizontal-misalignment,1.5mm,58.368.csv,3347.5811455932576
mic,0.010899026860477777,0.20053804185167323,0.4612322811226721,-0.49931143042309056,0.20083359244142662,1.22821,3.92892439162104,5.315566422696129,4.6775057163492715,1.1905308552958367,0.78906,horizontal-misalignment,1.5mm,58.368.csv,3347.5811455932576
ax,0.008331637214540047,0.7738110104830689,-0.2439947983055923,0.07270285181976988,0.7738542667516563,6.3454,4.544524920386081,6.729782764563567,5.702535188246019,1.2548143729315404,2.8286,horizontal-misalignment,1.5mm,59.392.csv,3359.975782034877
ay,0.7798509738758436,0.44084513100449096,0.9191541586698652,1.096409181358812,0.8958298774453863,3.549536196326681,3.9631045575024504,4.9543632104961866,4.552494757307175,1.1487193161959264,3.550267470050672,horizontal-misalignment,1.5mm,59.392.csv,3359.975782034877
az,-0.0009008368571796871,0.4797882962803163,0.01363890261724115,0.17191957558095794,0.4797881524210188,5.1228,5.415515132853815,8.090478984852693,6.831807420952072,1.2615249433070854,2.5983,horizontal-misalignment,1.5mm,59.392.csv,3359.975782034877
bx,0.01395596936820153,1.5002052448894625,-0.2571351637959707,-0.7009878506906531,1.5002670636224678,8.750499999999999,3.093182615630477,4.2112890233762075,3.686253774268789,1.1917349320539314,4.1099,horizontal-misalignment,1.5mm,59.392.csv,3359.975782034877
by,1.2600710611807675,0.814985646540332,0.5599532999931891,-0.2152482767810766,1.5006591696622973,4.640608656612316,3.0925902577463273,4.1974532289466335,3.6830652423256747,1.1909321750918422,4.640923928295313,horizontal-misalignment,1.5mm,59.392.csv,3359.975782034877
bz,-0.012145077234482955,0.7158197162317866,-0.124289522502909,-0.6305104471295082,0.715921263429179,4.7867,3.4975913245070185,4.840302238211901,4.207409012081837,1.2029447187272133,2.2827,horizontal-misalignment,1.5mm,59.392.csv,3359.975782034877
mic,0.011967956886526668,0.20042721594238375,0.44189575737917025,-0.5233391708447912,0.2007838020824349,1.25547,4.071493773508517,5.505104745584581,4.845122004665197,1.1900109085737405,0.81749,horizontal-misalignment,1.5mm,59.392.csv,3359.975782034877
ax,0.005940743452889596,0.8056948445659496,-0.2681504869557643,0.1271930747026735,0.8057151001502061,6.6799,4.702530707558604,6.958472296431147,5.900433391489277,1.2547357494136566,2.891,horizontal-misalignment,1.5mm,60.6208.csv,3496.6451369643196
ay,0.8097158402133273,0.4582827099083651,0.9553257215724806,1.3233004559834551,0.930409547428301,4.106613575313722,4.415833488380596,5.520935867660502,5.074043798328675,1.1490568681269415,4.1085336374429255,horizontal-misalignment,1.5mm,60.6208.csv,3496.6451369643196
az,-0.0007591005879157474,0.502162540890298,0.025234527463048755,0.21214577959447212,0.5021620887320387,5.7752,6.094446531651807,9.114355643821506,7.695703308097554,1.2627403108928008,2.7148,horizontal-misalignment,1.5mm,60.6208.csv,3496.6451369643196
bx,0.03865965332936553,1.569266652624049,-0.11235001724450759,-0.8110861681909682,1.5697395751319987,8.8595,2.9085716333654084,3.9300673534318653,3.447526050417919,1.185298656863027,4.2938,horizontal-misalignment,1.5mm,60.6208.csv,3496.6451369643196
by,1.3256021831066003,0.8414921635092241,0.45212047895074214,-0.500807141871964,1.5701360819345882,4.565585282655264,2.9079024899145627,3.9168121404338554,3.444323402864462,1.1844700483631623,4.565802622162285,horizontal-misalignment,1.5mm,60.6208.csv,3496.6451369643196
bz,0.04913679950983902,0.7565967740742442,-0.1594993063240777,-0.7775774578987158,0.758189135136512,4.7231000000000005,3.1405092603592677,4.229124901615891,3.7173161495557197,1.1836666735797068,2.342,horizontal-misalignment,1.5mm,60.6208.csv,3496.6451369643196
mic,0.01165759036425676,0.2077267766076723,0.45319332060320444,-0.487896759675555,0.20805320670845523,1.38288,4.298419688638502,5.825026739025605,5.122687769229441,1.1917607261035092,0.8943,horizontal-misalignment,1.5mm,60.6208.csv,3496.6451369643196
ax,0.007405579760385593,0.7976891253631635,-0.2434120944478905,0.09725115876584223,0.797721858603748,6.712400000000001,4.667416292837818,6.921328834625601,5.862164509936693,1.2559763565406032,2.9891,horizontal-misalignment,1.5mm,61.44.csv,3468.4509728494213
ay,0.811140576531538,0.4546238715451902,0.9052199935856634,1.0842347822722456,0.9298553912164079,3.766153596703139,4.051223977492939,5.047744190642876,4.6441425388987705,1.1463554137465273,3.767052456496989,horizontal-misalignment,1.5mm,61.44.csv,3468.4509728494213
az,-0.0008715134492496877,0.5119158573334827,0.035978875720956656,0.22008942781530783,0.5119155454265866,5.7975,5.712465710653774,8.541409025274884,7.21209332562296,1.2625184449111657,2.9243,horizontal-misalignment,1.5mm,61.44.csv,3468.4509728494213
bx,-0.10811736134897632,1.133947219288514,0.07225972761823844,-0.03799421611932585,1.1390875147457118,8.4977,3.9068113225641454,5.725537665253179,4.8702455794684845,1.2466037331621154,4.4502,horizontal-misalignment,1.5mm,61.44.csv,3468.4509728494213
by,0.9156087408097938,0.678568406902424,0.9742059469064898,0.8291880953092345,1.1396458017421887,4.4497654975135665,3.905002403376955,5.6873519351637825,4.860503615185781,1.244686459343157,4.450319594801703,horizontal-misalignment,1.5mm,61.44.csv,3468.4509728494213
bz,-0.09372197672112649,0.5182324713395494,0.05810798764554003,-0.18679212288130875,0.5266380138257486,4.3297,4.14971943275461,6.057020961416453,5.15433550657395,1.242092529410469,2.1854,horizontal-misalignment,1.5mm,61.44.csv,3468.4509728494213
mic,0.012243045781251467,0.20295458873191427,0.43564838816051554,-0.5158632985081151,0.20332311152045782,1.27248,4.063974792737027,5.49551765982174,4.837263239965486,1.190278849320239,0.8263,horizontal-misalignment,1.5mm,61.44.csv,3468.4509728494213
ax,-0.0005664270762720491,1.1392454701086596,-0.7285852117421651,-0.3846354358033106,1.1392431357830985,7.0385,4.503691827357963,5.972308932744108,5.313167170002153,1.1797359530079254,1.9077,horizontal-misalignment,2.0mm,12.288.csv,670.5265587613497
ay,1.0489045889282695,0.5942159201051496,1.0804468063892667,2.0839488360680685,1.2055255543192387,5.200107897977182,4.314601341392176,5.39717035917754,4.9588515758739184,1.149318600608849,5.201362173748334,horizontal-misalignment,2.0mm,12.288.csv,670.5265587613497
az,0.00019212308819838524,0.07610137517434645,-0.2980971388685625,0.6093762403692216,0.07610145234962809,0.9453199999999999,7.365956663016818,11.217260528175967,9.422604111250791,1.279209821931215,0.38476,horizontal-misalignment,2.0mm,12.288.csv,670.5265587613497
bx,0.08235462538073679,2.139765880851353,-0.5837546629666793,-0.9668082003419713,2.1413454681966293,9.0686,2.616765992793773,3.2657141793063365,2.970604881788473,1.1352199203020543,3.4652,horizontal-misalignment,2.0mm,12.288.csv,670.5265587613497
by,1.913854635528177,1.0271794545007638,0.38454367538934703,0.16084675981443342,2.1720802501406222,5.675024013849692,2.612991352686614,3.256683547201734,2.9655475424299875,1.1349243614529696,5.675626910958824,horizontal-misalignment,2.0mm,12.288.csv,670.5265587613497
bz,0.16325154466242864,1.9388280975267116,0.22162923977844737,-1.1513301197120154,1.9456847444227237,8.376199999999999,2.485654479156082,3.1607580767452927,2.8469233679156494,1.145341555630139,4.8363,horizontal-misalignment,2.0mm,12.288.csv,670.5265587613497
mic,0.01601581172880446,0.1330438264624657,1.2514586905767646,2.010664412938378,0.13400406363937215,1.2213,6.8020325297970246,10.42223499261265,8.889630261018473,1.3069079311333054,0.9115,horizontal-misalignment,2.0mm,12.288.csv,670.5265587613497
ax,0.00584044163272705,1.0583513546746652,-0.5916482269856597,-0.4897355653382496,1.0583651866917756,6.6751000000000005,4.450259758375517,5.963569269135108,5.2661695465646625,1.183339812165701,1.9651,horizontal-misalignment,2.0mm,13.5168.csv,791.9507486179189
ay,0.9779638984587008,0.5515689915630241,0.8856983278042411,1.526076177600694,1.1227824484997997,4.773413340176402,4.253722558207528,5.328173857216535,4.883620997329453,1.1480816932704132,4.7760050291430804,horizontal-misalignment,2.0mm,13.5168.csv,791.9507486179189
az,0.0007134876220672491,0.07986729833701824,-0.18632762727065635,0.6898505411397684,0.07987031294091063,0.8967799999999999,6.055566607806077,9.309531609266466,7.789291932268301,1.2863027420468502,0.41312,horizontal-misalignment,2.0mm,13.5168.csv,791.9507486179189
bx,0.018243873572887356,1.3507800637065495,-0.8431675337461833,-0.31053977982861625,1.3509003471107817,6.1991,3.134576143278425,4.2225482741085125,3.7332410203950013,1.1909875050891052,1.9646,horizontal-misalignment,2.0mm,13.5168.csv,791.9507486179189
by,1.1514838121725912,0.7433078078747524,0.9763703409349761,1.2892022016809044,1.3705542978494707,4.290338084408892,3.1310415197549744,4.207484766420461,3.7267240462101423,1.1902505995838037,4.291262411645318,horizontal-misalignment,2.0mm,13.5168.csv,791.9507486179189
bz,0.05108805216143066,1.6941779028577997,0.2612797742141735,-0.5532682693617859,1.6949443569032954,8.9285,3.105352679315302,4.160832506806116,3.6813197168301324,1.1854755633237206,5.2634,horizontal-misalignment,2.0mm,13.5168.csv,791.9507486179189
mic,0.01782769737134722,0.1354536875161343,0.9743455997952165,1.0252806177467084,0.1366215543051733,1.16233,6.192361112436598,9.130495792592423,7.8447130379312835,1.2668371394194275,0.84601,horizontal-misalignment,2.0mm,13.5168.csv,791.9507486179189
ax,0.007692512451649063,1.0401507896935533,-0.4281934348000891,-0.7451391314345477,1.0401770179464898,6.760299999999999,4.441359422764768,5.875462550957986,5.203644945338566,1.1716333784351258,2.1405,horizontal-misalignment,2.0mm,14.5408.csv,841.9818639814991
ay,0.973094179946103,0.5176646355092362,0.6706243542949482,0.8735704203036425,1.1022194952544424,4.651122812558574,4.220056266658817,5.175184285487791,4.780039161717788,1.1326955992229768,4.651428288182029,horizontal-misalignment,2.0mm,14.5408.csv,841.9818639814991
az,0.00017989987616423287,0.08197694822396585,-0.13989193853625115,0.8250105477751832,0.08197697091768331,0.9234800000000001,5.859694431529443,9.033843177661876,7.555731360271499,1.2894411899050804,0.44312,horizontal-misalignment,2.0mm,14.5408.csv,841.9818639814991
bx,0.006098131374984013,0.48629823865780614,-0.7290140147931796,0.6224811002938311,0.48633543585283917,3.4394,4.769547577655621,6.774804687425642,5.8781459975321795,1.2324326158460228,1.1198,horizontal-misalignment,2.0mm,14.5408.csv,841.9818639814991
by,0.40218098603723645,0.287687920140224,1.496680194365035,4.238468995418954,0.49448309593189055,2.359365000189102,4.772089477816593,6.721563872844234,5.867302684558712,1.2295039126641063,2.3597175790547475,horizontal-misalignment,2.0mm,14.5408.csv,841.9818639814991
bz,-0.074957345442204,1.1444748060853553,0.2525142972447173,-0.44676230743395884,1.146924410156022,6.6875,3.0468442114024104,4.272584479537513,3.696092605575905,1.2130888057038718,3.4945,horizontal-misalignment,2.0mm,14.5408.csv,841.9818639814991
mic,0.01797806598183856,0.13493086185307632,0.8600070147049118,0.7163051658817521,0.1361229985599188,1.0818699999999999,5.800783176638766,8.447115261307804,7.2689315381359,1.253094852331275,0.78962,horizontal-misalignment,2.0mm,14.5408.csv,841.9818639814991
ax,-0.0064065963674254925,0.9838223924639065,-0.3841702563897843,-0.8297194006067992,0.9838411458658741,5.9916,4.053601556265561,5.330230188967909,4.730918540574152,1.167090172753086,2.0035,horizontal-misalignment,2.0mm,15.36.csv,905.6697216868447
ay,0.930922343312282,0.4829471725588919,0.5951176726599764,0.7004766429944693,1.048738948524497,4.0347496500836915,3.849181014679593,4.680002065107934,4.336329532764663,1.1265590046888507,4.036786050015532,horizontal-misalignment,2.0mm,15.36.csv,905.6697216868447
az,0.0003863115742210881,0.08329845658107543,-0.04144814788861414,0.760503436788246,0.08329917405151505,0.91649,6.028511155337998,9.236285831456064,7.745196883178388,1.284761143109163,0.41432,horizontal-misalignment,2.0mm,15.36.csv,905.6697216868447
bx,0.01225310782689767,0.23508936719736434,-0.15263276784597568,-0.2209635109708854,0.23540797054255697,1.58982,3.912017073498012,5.669346559106736,4.837560838004609,1.2365899092763932,0.6689,horizontal-misalignment,2.0mm,15.36.csv,905.6697216868447
by,0.19584596054149797,0.13907426538091067,0.8799839364858828,0.45387666772676294,0.240202432836099,0.9369958731452808,3.9019364877039417,5.512902213476199,4.785672548604006,1.2264865314145823,0.93725463711843,horizontal-misalignment,2.0mm,15.36.csv,905.6697216868447
bz,0.010123695105787629,0.5294068036938182,0.36752817565654816,-0.11490409888517483,0.5295024579897444,3.3651999999999997,3.6415317264444993,5.302466632661337,4.525011360421327,1.2426120930269733,1.9282,horizontal-misalignment,2.0mm,15.36.csv,905.6697216868447
mic,0.011986183370360885,0.12344697501764891,0.8618228349911553,0.7251588485729488,0.12402725098279838,0.9529299999999999,5.687782276959755,8.194207896683073,7.072259902691987,1.243412556655081,0.70544,horizontal-misalignment,2.0mm,15.36.csv,905.6697216868447
ax,0.014536675671251336,1.1019549652472633,-0.39701719312673445,-0.8316440421219351,1.1020485148884671,6.9907,4.32440127237258,5.685758515905565,5.045041196044536,1.1666450170283518,2.225,horizontal-misalignment,2.0mm,16.384.csv,962.4024474350682
ay,1.0348017126431517,0.5281071003326462,0.5993781779797248,0.6562800565344715,1.1617704228437091,4.8006072568886164,4.135813407213626,4.993943580662158,4.643271877303318,1.1226985891589283,4.804865690901256,horizontal-misalignment,2.0mm,16.384.csv,962.4024474350682
az,0.00034495591598133953,0.08799024936414689,-0.06033402184043692,0.8036886170681092,0.08799073963609481,0.9556,5.512511907571543,8.47530620714658,7.097608008329393,1.2875451567879046,0.48505,horizontal-misalignment,2.0mm,16.384.csv,962.4024474350682
bx,0.006057352787672989,0.23236517855639027,-0.38819239086691537,-0.10113192501022539,0.23244362665249146,1.49681,3.8651092006198926,5.646527758895719,4.810130420843312,1.2445005227981285,0.59839,horizontal-misalignment,2.0mm,16.384.csv,962.4024474350682
by,0.19238128996687986,0.1390437387407615,0.9505746711771428,0.6102908683973953,0.2373681535453061,0.9132499172914855,3.847799054325801,5.480673550804149,4.747576840221472,1.2338421973684193,0.9133449567386903,horizontal-misalignment,2.0mm,16.384.csv,962.4024474350682
bz,-0.04202828801573643,0.5248709896893146,0.15602499736947403,-0.1823677544832667,0.5265498729403856,3.4706,3.6469479885667178,5.3044157261961855,4.52304462813161,1.2402273468970437,1.9203,horizontal-misalignment,2.0mm,16.384.csv,962.4024474350682
mic,0.009194508679530618,0.12199539931540394,0.8839213504572819,0.7829808285502229,0.12234113598631499,0.9122600000000001,5.480086436952776,7.87937074943618,6.806048278228921,1.241960023173184,0.67044,horizontal-misalignment,2.0mm,16.384.csv,962.4024474350682
ax,0.030194700371371782,1.1189400545402644,-0.40342507827412954,-0.8045912745646766,1.1193450408631758,6.7828,3.8979044358256356,5.128130676980222,4.548848296077938,1.1669984143965866,2.4197,horizontal-misalignment,2.0mm,17.408.csv,991.5924336533213
ay,1.0505938108198936,0.5332696806938507,0.6113279249246593,0.7100636574966956,1.178186197657172,4.388355762739718,3.7275502041317017,4.491043379943577,4.180253259016234,1.1214478759756865,4.3917482015821445,horizontal-misalignment,2.0mm,17.408.csv,991.5924336533213
az,0.00035208719979179325,0.09215286661572583,-0.07889018786729644,0.8106094897894227,0.09215334619517887,1.0346099999999998,5.753562099384066,8.8532460537506,7.41106332197743,1.2880826162927492,0.5044,horizontal-misalignment,2.0mm,17.408.csv,991.5924336533213
bx,0.0033879989566041767,0.3111798975409903,-0.18825131092346428,-0.6086489034349989,0.31119768879467063,1.82146,3.2734818948868925,4.537864238390023,3.941587974331783,1.2040964639176583,0.80276,horizontal-misalignment,2.0mm,17.408.csv,991.5924336533213
by,0.264252153564377,0.1746470602645848,0.633968603046717,-0.14425545893576475,0.3167501673922431,1.0325050416894062,3.260366939993406,4.451693906875909,3.9080921766318,1.1986663613512485,1.0327217740030468,horizontal-misalignment,2.0mm,17.408.csv,991.5924336533213
bz,0.03596638662479589,0.8125270720177746,0.04537269770500187,-0.823942792071966,0.8133210054896584,4.3386000000000005,2.9036505685454457,3.9384806771655265,3.4476058972025574,1.187334982573196,2.3616,horizontal-misalignment,2.0mm,17.408.csv,991.5924336533213
mic,0.012467645272682178,0.1269524951798576,0.8905375040548626,0.8246097608072152,0.12756296756041707,0.9798899999999999,5.601625719953294,8.101079566349577,6.984361306593417,1.2468454080597966,0.71456,horizontal-misalignment,2.0mm,17.408.csv,991.5924336533213
ax,-0.001409119819571473,1.0203650574409349,-0.3847193310303957,-0.7936598267873896,1.020363893732288,6.3999999999999995,4.190759812520293,5.52465131425595,4.898745115316735,1.1689396039069737,2.1239,horizontal-misalignment,2.0mm,18.6368.csv,1086.4565429398162
ay,0.9658257346041603,0.49527192043709384,0.6430494335894075,0.88350713750481,1.0854089540246559,4.3387504185263195,3.997889058542696,4.835279326850902,4.4928856478626615,1.1238144886142492,4.339344581339444,horizontal-misalignment,2.0mm,18.6368.csv,1086.4565429398162
az,0.00031724670951664973,0.09731464466048224,-0.09278247566348838,0.6994059583907131,0.09731495799131341,1.2551999999999999,6.79618029593185,10.437539054049312,8.73794077493845,1.2857135029464895,0.66137,horizontal-misalignment,2.0mm,18.6368.csv,1086.4565429398162
bx,0.016781522544403217,0.3088147899456834,-0.3960921297477092,-0.27157658982839816,0.30926977637992076,1.87228,3.4788397773415682,5.0075008939958146,4.283585862943613,1.231325998639986,0.79638,horizontal-misalignment,2.0mm,18.6368.csv,1086.4565429398162
by,0.25688370872829086,0.18163943864198773,0.8008927766329714,0.15766436525122707,0.3146140290931646,1.0864476806104921,3.4535095253805848,4.88337930574071,4.229628074393916,1.2247332874889931,1.0865225462916084,horizontal-misalignment,2.0mm,18.6368.csv,1086.4565429398162
bz,0.06825842060370398,0.8252642213412581,0.027134667271623943,-0.968988945473936,0.8280805484060885,4.3822,2.810113103706,3.6861679594134644,3.27685644552255,1.16609414802593,2.327,horizontal-misalignment,2.0mm,18.6368.csv,1086.4565429398162
mic,0.012431591135446934,0.12788783862540823,0.8549764011312136,0.6828676792234809,0.12849037017843418,0.92567,5.321410460958891,7.644431483152714,6.60404337618884,1.2410325090763294,0.68375,horizontal-misalignment,2.0mm,18.6368.csv,1086.4565429398162
